211|204,23|,11
211|204,217|,19
61|,363|,15
61|,369|,14
61|,83|,12
278|363,363|,39
278|363,84|278,14
208|341,20|,24
17|,205|,16
17|,202|,55
17|,16|,15
17|,203|,12
17|,339|,40
17|,363|,10
17|,204|,16
212|221,23|,16
212|221,220|,10
364|83,83|,10
23|196,342|,10
23|196,22|,13
201|219,218|,10
220|83,366|,15
84|366,363|,14
84|366,83|84,10
84|366,21|,10
84|366,234|,30
216|220,211|,23
200|,23|,10
200|,83|,10
200|,199|,53
200|,219|,341
200|,218|,264
200|,208|200,68
200|,209|,40
200|,16|,89
200|,84|,18
200|,197|,15
200|,202|,29
200|,234|,16
200|,210|,16
200|,203|,26
200|,363|,32
200|,342|,21
200|,201|,26
200|,19|,33
200|,205|,25
200|,207|,171
200|,217|,23
200|,339|,30
200|,21|,53
200|,20|,63
358|210,363|,11
358|210,84|358,13
234|203,84|,12
278|,339|,24
278|,369|,43
278|,223|,100
278|,220|,27
278|,23|,17
278|,83|,49
278|,84|278,158
278|,368|,19
278|,26|,19
278|,208|,16
278|,209|,28
278|,266|,18
278|,365|,84
278|,366|,36
278|,222|,10
278|,211|,22
278|,234|,73
278|,210|,54
278|,203|,23
278|,233|,130
278|,89|,13
278|,342|,34
278|,224|,29
278|,212|,30
278|,22|,23
278|,206|,13
278|,340|,25
278|,207|,14
278|,358|,22
278|,204|,32
278|,363|,256
278|,205|,77
278|,21|,63
278|,225|,11
278|,20|,40
278|,217|,35
83|210,84|83,11
83|210,210|,20
83|210,363|,17
83|210,342|,10
83|210,21|,20
83|210,234|83,17
83|210,20|,12
253|,83|,18
233|84,84|,19
367|211,212|,11
217|84,211|,10
84|221,234|,12
204|341,203|,10
23|,299|,15
23|,199|,26
23|,204|,160
23|,196|23,115
23|,212|,896
23|,369|,26
23|,218|,76
23|,26|,16
23|,208|,220
23|,181|,23
23|,19|,53
23|,207|,140
23|,206|,23
23|,191|,48
23|,158|,43
23|,221|,220
23|,197|,22
23|,202|,38
23|,223|,47
23|,162|,21
23|,233|,21
23|,200|,11
23|,342|,1591
23|,160|,17
23|,364|,22
23|,365|,435
23|,340|,740
23|,156|,21
23|,214|,305
23|,358|,16
23|,367|,131
23|,339|,200
23|,21|,845
23|,216|,448
23|,143|,24
23|,159|,34
23|,371|,14
23|,211|,1524
23|,25|,36
23|,234|23,76
23|,219|,39
23|,27|,14
23|,368|,1666
23|,142|,11
23|,192|,29
23|,209|,721
23|,16|,38
23|,180|,31
23|,149|,15
23|,190|,14
23|,220|,1172
23|,182|,17
23|,366|,841
23|,83|,125
23|,84|,75
23|,222|,344
23|,210|,1145
23|,163|,27
23|,157|,25
23|,203|,223
23|,213|,157
23|,155|,16
23|,341|,297
23|,22|,1197
23|,215|,191
23|,205|,342
23|,153|,38
23|,375|,25
23|,152|,17
23|,217|,1751
23|,363|,685
23|,151|,10
23|,164|,54
23|,278|,48
23|,20|,406
23|,178|,42
366|215,342|,14
366|215,220|,13
366|215,365|,18
381|,83|,19
204|221,205|,13
211|196,342|211,16
211|196,217|,13
211|196,368|,12
216|,299|,13
216|,22|,249
216|,371|,10
216|,83|,60
216|,218|,22
216|,208|,68
216|,181|,22
216|,20|,150
216|,191|,29
216|,158|,23
216|,221|,150
216|,202|,14
216|,210|,312
216|,363|,181
216|,342|,487
216|,212|,215
216|,153|,18
216|,365|,100
216|,340|,284
216|,156|,10
216|,214|,191
216|,204|,44
216|,339|,35
216|,21|,321
216|,217|,792
216|,23|,528
216|,159|,14
216|,25|,32
216|,219|,13
216|,368|,356
216|,375|,15
216|,163|,16
216|,209|,284
216|,180|,14
216|,190|,26
216|,220|,141
216|,182|,13
216|,366|,125
216|,196|,71
216|,84|,33
216|,222|,323
216|,211|,1162
216|,234|,41
216|,157|,11
216|,203|,57
216|,160|,12
216|,213|,36
216|,341|,396
216|,215|,334
216|,367|,20
216|,207|,59
216|,162|,14
216|,143|,14
216|,205|,92
216|,164|,32
216|,192|,34
216|,178|,24
23|210.342,368|,19
367|210,220|,20
367|210,23|367,11
190|,23|,20
190|,22|,10
190|,25|,56
190|,212|,41
190|,83|,39
190|,156|,27
190|,191|190,143
190|,340|190,139
190|,220|,16
190|,84|,37
190|,211|,18
190|,234|,22
190|,210|,14
190|,157|,14
190|,363|,14
190|,342|,17
190|,155|,12
190|,215|,15
190|,192|,66
190|,143|,13
190|,213|,29
190|,205|,12
190|,217|,22
222|204,221|222,14
222|204,214|,10
222|204,341|,16
340|203,23|,12
340|203,211|,10
241|,83|241,162
241|,21|,25
241|,234|,24
241|,363|,17
241|,342|,13
241|,20|,14
184|,83|,11
211|164,217|,12
360|,202|,34
360|,16|,20
360|,203|,17
360|,339|,37
360|,363|,10
360|,218|,14
360|,204|,13
157|,23|,12
157|,25|,14
157|,212|,29
157|,83|,33
157|,163|,20
157|,180|,11
157|,190|,10
157|,220|,13
157|,191|,68
157|,196|,11
157|,84|,15
157|,211|,17
157|,363|,17
157|,155|,20
157|,341|,10
157|,215|,24
157|,340|,68
157|,153|,10
157|,192|,31
157|,217|,13
157|,213|,15
157|,216|,10
157|,21|,11
157|,178|,31
370|,84|,28
370|,363|,40
370|,369|,18
370|,83|,16
370|,234|,24
355|,83|,14
226|,84|,42
226|,340|,11
226|,369|,25
226|,234|,33
226|,224|,24
226|,363|,23
226|,225|,11
226|,83|,22
226|,278|,10
19|,23|,33
19|,219|,104
19|,22|,46
19|,220|,24
19|,212|,20
19|,83|,31
19|,218|,329
19|,208|,814
19|,211|,24
19|,209|,140
19|,16|,36
19|,199|,13
19|,366|,43
19|,221|,11
19|,210|19,183
19|,84|,16
19|,222|,19
19|,202|,30
19|,234|,15
19|,203|,679
19|,200|,10
19|,342|,132
19|,201|,10
19|,207|,1070
19|,206|,14
19|,340|,10
19|,205|,318
19|,214|,14
19|,368|,44
19|,204|,167
19|,365|19,85
19|,363|,302
19|,339|,381
19|,21|,420
19|,20|,677
19|,217|,73
364|,22|,13
364|,25|,22
364|,83|,37
364|,339|,16
364|,209|,12
364|,220|,16
364|,191|,16
364|,366|,37
364|,84|,56
364|,211|,10
364|,234|,41
364|,203|,13
364|,210|,30
364|,233|,45
364|,363|,159
364|,342|,21
364|,365|,61
364|,340|,28
364|,204|,16
364|,205|,53
364|,21|,26
364|,20|,18
364|,143|,24
217|,266|,10
217|,299|,41
217|,199|,63
217|,241|,11
217|,369|,29
217|,212|,627
217|,218|,164
217|,162|,29
217|,26|,16
217|,208|,461
217|,181|,38
217|,22|,1181
217|,206|,15
217|,158|,65
217|,221|,603
217|,197|,36
217|,156|,31
217|,223|,35
217|,83|217,153
217|,210|,1172
217|,233|,20
217|,363|,581
217|,342|,3224
217|,367|217,65
217|,278|,33
217|,207|,327
217|,365|,342
217|,340|,717
217|,214|,848
217|,358|,14
217|,234|217,85
217|,164|,71
217|,21|,1282
217|,216|,671
217|,204|,159
217|,191|217,75
217|,23|,1729
217|,371|,12
217|,159|,38
217|,25|,61
217|,219|,69
217|,153|,48
217|,368|,2725
217|,339|,217
217|,211|,1842
217|,209|,2416
217|,16|,54
217|,180|,32
217|,149|,24
217|,375|,25
217|,190|,43
217|,201|,39
217|,220|,532
217|,182|,13
217|,366|,466
217|,196|,134
217|,222|,661
217|,163|,42
217|,157|,28
217|,203|,286
217|,224|,14
217|,160|,33
217|,213|,122
217|,155|,24
217|,341|,588
217|,19|,67
217|,215|,293
217|,364|,21
217|,192|,61
217|,152|,18
217|,143|,34
217|,200|,28
217|,205|,359
217|,84|217,106
217|,202|,55
217|,20|,897
217|,178|,39
161|,160|,10
161|,341|,12
156|191,190|,11
156|191,191|,12
84|209,83|84,12
84|209,234|,36
84|209,21|,13
23|367,342|,11
23|367,220|,10
23|367,22|,10
23|367,217|,16
278|234,363|,10
278|234,233|,12
199|209,219|,17
223|84,84|223,28
299|,23|,19
299|,211|,53
299|,234|,11
299|,222|,16
299|,342|,18
299|,83|,12
299|,341|,29
299|,368|,14
299|,214|,241
299|,209|,25
299|,217|,65
299|,216|,34
299|,21|,21
299|,221|,43
199|,23|,11
199|,83|,23
199|,219|,280
199|,218|,261
199|,208|,114
199|,202|,40
199|,209|,64
199|,16|,49
199|,113|,18
199|,84|,15
199|,197|,17
199|,211|,10
199|,234|,10
199|,210|,17
199|,203|,15
199|,363|,30
199|,342|,36
199|,201|,42
199|,19|,22
199|,340|,10
199|,205|,19
199|,207|,169
199|,217|,29
199|,200|,148
199|,339|,30
199|,21|,74
199|,20|,74
199|,204|,16
341|158,23|,11
341|158,342|,10
341|158,211|,11
341|158,217|,12
246|,83|,12
246|,234|,11
340|84,23|,12
340|84,212|,12
84|21.210,234|,26
222|158,217|,10
222|158,341|,10
221|215,222|,14
220|213,342|,13
220|213,217|,11
205|233,203|,10
210|22.366,22|,12
366|213,210|,12
235|,84|,13
235|,363|,11
235|,83|,11
212|83,220|,12
315|,83|,10
266|,84|,55
266|,26|,12
266|,358|,21
266|,223|,51
266|,234|,56
266|,205|,14
266|,363|,33
266|,83|,18
266|,278|,24
266|,21|,13
266|,365|,13
153|,84|,27
153|,23|,29
153|,163|,60
153|,83|,53
153|,27|,12
153|,368|,17
153|,216|,32
153|,181|,59
153|,180|,29
153|,191|,35
153|,196|,29
153|,159|,10
153|,222|,18
153|,211|,28
153|,210|,16
153|,157|,30
153|,212|,12
153|,341|,37
153|,215|,68
153|,340|,68
153|,192|,18
153|,217|,18
153|,164|,17
153|,21|,11
153|,375|,10
153|,178|,19
206|,23|,14
206|,339|206,89
206|,22|,12
206|,212|,12
206|,218|,15
206|,208|,33
206|,211|,11
206|,209|,24
206|,368|,24
206|,21|206,63
206|,220|,29
206|,366|,39
206|,221|,10
206|,84|,24
206|,222|,28
206|,202|,14
206|,234|,14
206|,203|,93
206|,210|,66
206|,233|,14
206|,363|,252
206|,342|,48
206|,365|206,88
206|,278|,17
206|,341|,15
206|,19|,12
206|,207|,31
206|,204|,162
206|,205|,473
206|,20|,52
206|,217|,14
115|,339|,16
115|,202|,19
115|,16|,14
234|20,84|,53
234|20,363|,18
234|20,21|,17
234|20,210|,13
234|20,20|,13
164|,159|,23
164|,220|,21
164|,23|,27
164|,212|,20
164|,83|,43
164|,153|,38
164|,27|,15
164|,375|,13
164|,163|,41
164|,215|164,91
164|,180|,58
