196|216,340|,17
196|216,216|196,10
368|204,22|,13
368|204,217|,13
340|207,212|,13
363|210.363,210|363,11
178|84,84|,12
160|84,84|,11
30|,83|,10
61|,340|,10
61|,363|,32
61|,369|,41
61|,83|,14
61|,365|,13
83|220,234|83,10
25|190,191|25,22
28|,164|,13
28|,153|,16
208|341,20|,23
17|,205|,10
17|,339|,26
17|,202|,39
17|,16|,22
17|,204|,18
29|83,83|,10
364|83,83|,25
212|207,366|,13
212|207,220|,12
363|203,339|,56
363|203,22|,31
363|203,220|,36
363|203,23|,28
363|203,83|363,13
363|203,218|,13
363|203,208|,35
363|203,202|,13
363|203,209|,30
363|203,342|363.203,76
363|203,20|363.203,67
363|203,365|,122
363|203,366|,62
363|203,210|363,66
363|203,222|,11
363|203,211|,13
363|203,203|,83
363|203,212|,24
363|203,206|,13
363|203,340|,14
363|203,207|,22
363|203,217|,23
363|203,205|,144
363|203,21|,86
363|203,204|,46
23|196,342|,12
23|196,220|,12
23|196,21|,11
23|196,210|,13
220|83,83|220,18
220|83,22|,12
220|83,366|220,12
220|83,342|,18
84|366,363|,17
84|366,234|84,12
216|220,211|,15
27|83,83|,12
203|83,205|,14
203|83,83|,12
203|83,339|203,11
224|226,369|224,15
223|220,363|,10
278|,22|,27
278|,83|,102
278|,218|,19
278|,26|,80
278|,208|,26
278|,233|278,182
278|,205|278,110
278|,191|,13
278|,369|278,92
278|,197|,10
278|,202|,21
278|,223|,264
278|,210|,69
278|,89|,29
278|,342|,72
278|,212|,42
278|,364|,20
278|,206|,26
278|,340|,40
278|,358|,12
278|,204|,55
278|,339|,33
278|,363|,407
278|,21|,83
278|,365|278,118
278|,217|,30
278|,23|,24
278|,25|,25
278|,368|,24
278|,366|,70
278|,209|,41
278|,16|,16
278|,190|,18
278|,220|,52
278|,84|,122
278|,222|,12
278|,211|,15
278|,234|,91
278|,203|,27
278|,224|,50
278|,226|,27
278|,207|,23
278|,143|,16
278|,266|,48
278|,287|,11
278|,225|,40
278|,20|,71
140|,83|,14
140|,341|,28
140|,196|,10
253|,84|,10
253|,83|,20
233|84,84|,12
220|234,342|,18
220|234,22|,13
220|234,366|220,10
217|84,342|,17
217|84,209|,11
217|84,368|,12
339|203,368|339,14
339|203,219|,22
339|203,22|,13
339|203,23|339,22
339|203,218|,76
339|203,208|,61
339|203,209|,31
339|203,16|,47
339|203,199|,13
339|203,220|,13
339|203,366|,19
339|203,84|339,14
339|203,202|,95
339|203,203|,211
339|203,210|,36
339|203,83|339,16
339|203,363|,107
339|203,217|339,13
339|203,212|,18
339|203,19|,62
339|203,365|,45
339|203,207|,114
339|203,204|,192
339|203,205|,162
339|203,21|,57
339|203,342|339.203,103
339|203,20|,60
160|158,159|160,10
221|20,222|,31
221|20,214|,14
234|342,84|234,32
365|278,342|,16
341|215,216|,13
341|215,222|,20
341|215,217|,20
341|215,221|,11
341|215,215|,11
23|84,84|23,10
23|84,342|,11
191|212,340|,12
23|,84|23,91
23|,339|,205
23|,266|,11
23|,299|,11
23|,22|,707
23|,163|,20
23|,155|,10
23|,83|,136
23|,218|,128
23|,26|,13
23|,208|,250
23|,181|,26
23|,199|,27
23|,365|,372
23|,191|,40
23|,158|,31
23|,221|,109
23|,197|,27
23|,202|,53
23|,223|,21
23|,162|,15
23|,233|,17
23|,200|,25
23|,342|,1669
23|,212|,948
23|,364|,15
23|,206|,14
23|,340|,763
23|,140|,13
23|,204|,195
23|,142|,10
23|,21|,547
23|,216|,293
23|,367|,126
23|,159|,30
23|,369|,30
23|,25|,25
23|,234|23,64
23|,219|,35
23|,153|,24
23|,368|,1034
23|,375|,21
23|,214|,154
23|,156|,20
23|,209|,574
23|,16|,52
23|,180|,17
23|,190|,36
23|,220|,1101
23|,366|,700
23|,210|,711
23|,196|,172
23|,222|,294
23|,211|,980
23|,157|,18
23|,203|,204
23|,224|,18
23|,160|,11
23|,213|,140
23|,217|,1284
23|,201|,23
23|,341|,226
23|,19|,50
23|,215|,242
23|,45|,10
23|,207|,200
23|,192|,36
23|,143|,17
23|,363|,465
23|,205|,359
23|,164|,35
23|,278|,38
23|,20|,345
23|,178|,24
180|83,83|,19
190|340,191|190,13
190|340,192|,10
190|340,212|190,12
190|340,340|190,14
84|220,234|84,13
211|204,342|,10
211|204,217|,12
216|,196|216,96
216|,299|,17
216|,199|,12
216|,212|,191
216|,83|,69
216|,218|,34
216|,181|,14
216|,22|,170
216|,214|216,101
