Source,Target,Weight
191,149|191,39.5
191,180|191,39.5
191,163|191,57
191,216|191,42
369|278,363,13.5
369|278,278,11
197,340,13.6667
197,22,11.8571
197,217,27.6774
197,212,11
197,84,13.9
197,83,14.9167
197,363,23
197,365,12.25
197,20,67.5172
197,205,18.0345
197,339,23.1613
197,202,13.9565
197,16,18.7667
197,204,14.1379
197,366,10.75
197,220,10.6667
197,23,11.8571
197,218,137.267
197,208,68.6522
197,209,63
197,211,12.7273
197,203,15.5926
197,207,129.967
197,21,44.7
197,342,22.1613
197,210,14.1071
197,368,12.5882
197,234,12.4545
197,219,171.677
197,199,166.345
197,19,13.6818
197,200,116.467
197,201,13.8
197,14,19.6667
197,198,24
197,113,55.0645
197,208|197,92.625
197,209|197,106.375
197,199|197,144
197,200|197,101
197,20|197,86
197,207|197,122
197,218|197,137
197,21|197,56
223,340,39.1667
223,22,21.3077
223,217,27.0323
223,212,28.3333
223,84,149.75
223,83,65.129
223,61,10
223,363,174.571
223,369,36.9355
223,365,53.037
223,20,33.3548
223,205,51.6667
223,339,25.4516
223,202,13.6111
223,16,17.6333
223,204,31.3548
223,366,29.7419
223,220,24.5862
223,23,23.92
223,218,11.7333
223,208,13.9474
223,209,24.129
223,222,13
223,211,16.52
223,203,19.8065
223,206,11.0833
223,207,13.8
223,21,46.2
223,342,31
223,210,33.6
223,278,200.286
223,26,40.8571
223,191,21.6
223,197,12
223,89,16.7143
223,364,16
223,358,24.5806
223,25,18.3333
223,368,15.5238
223,190,12
223,234,108.85
223,224,20.7308
223,226,16.25
223,143,12
223,266,28.3548
223,225,17.1176
223,341,10
223,219,11.3
223,199,15.25
223,215,11.6667
223,233,42.7742
223,213,16.75
223,201,11
223,238,12
223,229,10
223,370,17
223,84|223,191.593
223,205|223,101
223,224|223,63
223,365|223,87.5
223,234|223,131.727
223,278|223,157.042
223,363|223,146.3
223,26|223,66
223,210|223,39
223,340|223,96
223,21|223,71
223,342|223,63
89,340,14.4286
89,84,36.1613
89,83,13.8929
89,363,23.1613
89,369,12
89,365,12
89,205,11.6667
89,209,10
89,278,13.1333
89,223,16.5769
89,358,11.5714
89,234,23.5
89,224,15
89,225,11
364,340,30
364,22,17.5185
364,217,16.4091
364,212,18.36
364,84,42.8387
364,83,42.1613
364,363,158.5
364,369,19
364,365,38.2258
364,20,19.7097
364,205,45.9032
364,339,15.7
364,204,16.6774
364,366,30.1613
364,220,17.2609
364,23,17.7
364,218,11
364,208,12.5
364,209,18.1739
364,222,10
364,211,15.6154
364,203,14.7895
364,206,11.75
364,207,13.4
364,21,32.0968
364,342,26.8065
364,210,29.9
364,278,16.4545
364,26,10
364,191,21.2667
364,223,16.7273
364,25,27.5862
364,368,14.0625
364,234,27.4516
364,224,11
364,143,28.129
364,215,12.75
364,233,35.2258
364,213,14.1429
364,192,11
364,363|364,132.533
364,210|364,49
364,340|364,81
358,340,14
358,22,19.619
358,217,14.8889
358,212,11.4444
358,84,61.1818
358,83,25.5667
358,363,47.6667
358,369,11.4
358,365,33.8
358,20,22.5862
358,205,21.8214
358,339,17.6
358,202,12.8
358,16,10
358,204,17.0417
358,366,27.0417
358,220,12.8889
358,23,13.5556
358,218,11.3333
358,208,15.7333
358,209,16
358,222,26.3333
358,211,11.3571
358,203,14.5
358,207,16.0625
358,21,55.6087
358,342,22.4615
358,210,44.7059
358,278,14.6296
358,26,10.6667
358,223,26.4839
358,368,12.875
358,234,51.6786
358,266,23.3226
358,341,12.5
358,214,10.5
358,216,10.6667
358,221,19.1053
358,233,11.5
358,180,10
358,210|358,72.4444
358,21|358,71.8333
358,84|358,94.5556
358,363|358,80
358,366|358,45
358,365|358,44
358,234|358,68.6667
365|278,366,11.6667
365|278,220,10
365|278,21,10
365|278,342,13.3333
365|278,210,10.75
365|278,342|365,11
25,340,281.611
25,22,16.6452
25,217,29.4194
25,212,78.1667
25,84,64.8
25,83,59.6774
25,363,29.0323
25,369,16
25,365,15
25,191|25,178.667
25,164,20.5714
25,153,21.5652
25,20,13.5
25,205,16.7778
25,339,13.6667
25,204,16.5
25,366,19.3667
25,220,29.7419
25,23,40.5484
25,218,11.6
25,208,12.6667
25,209,16.9565
25,222,15
25,211,39.7742
25,203,13
25,207,13.7143
25,21,16.0714
25,342,22.6452
25,210,14.5417
25,278,14.7
25,26,10
25,191,359.409
25,223,17.6154
25,364,16
25,358,13
25,368,17.7
25,190,68.5769
25,234,37.6667
25,224,10.6667
25,143,64.1111
25,341,14.3636
25,196,16.1905
25,214,10
25,216,15.9565
25,215,34.6333
25,163,22.8
25,155,17.9
25,181,16.8571
25,158,15.3
25,162,13.625
25,233,11.3333
25,367,12
25,159,16.1818
25,375,12.5
25,156,28.9667
25,180,14.625
25,157,18.8571
25,160,15
25,213,50.7097
25,45,11.75
25,192,76.9
25,178,21.4286
25,152,13
25,149,13.7778
25,27,10
25,190|25,77.4
25,340|25,175.308
25,192|25,95
25,60,10
25,212|25,96.4286
25,178|25,34
25,143|25,48.5
25,234|25,52
25,84|25,59
25,215|25,88
368,340,471.516
368,22,1430.77
368,217,2596.86
368,212,502.871
368,84,61.619
368,83,96
368,363,497.548
368,369,22.1935
368,365,284.71
368,164,32.7
368,153,20.3548
368,20,563.581
368,205,278.419
368,339,161.233
368,202,38.0968
368,16,33.8064
368,204,122.967
368,366,473.839
368,220,767.968
368,23,1906.81
368,218,105.355
368,208,309.71
368,209,1403.43
368,222,244.167
368,211,990.867
368,203,193.581
368,206,15.8276
368,207,201.452
368,21,993.852
368,342,2905.58
368,210,1087.37
368,278,26.2333
368,26,12.8421
368,191,31.1667
368,197,28.0667
368,223,24.4194
368,364,20.4138
368,358,12.25
368,25,26.4333
368,190,17.3
368,234,50
368,224,11.6364
368,226,12
368,143,17.0333
368,266,10.5
368,225,12
368,341,236.355
368,196,74.1538
368,219,37.3226
368,199,31.2903
368,19,50.2593
368,214,269.867
368,216,303.355
368,221,165.552
368,215,171.231
368,299,13.2308
368,163,20.5
368,155,13.5
368,181,20.871
368,158,33.8387
368,162,17.1429
368,233,13.7143
368,200,18.2759
368,142,10
368,367,83.2857
368,159,20.9667
368,375,17.7333
368,156,16.125
368,180,21.1786
368,157,14.44
368,160,21.6333
368,213,73.5484
368,201,22.3871
368,192,26.9032
368,178,22.5806
368,152,13.7727
368,14,11.1667
368,149,10.6667
368,198,11.3333
368,371,13
368,113,10
368,151,13.5
368,182,10.75
368,196|368,83.7222
368,214|368,103
368,215|368,135.333
368,236,11
368,222|368,221.429
368,84|368,74.1
368,372,14
368,234|368,65.25
368,367|368,80.6
368,210|368,1164
368,180|368,29
368,21|368,928.25
368,221|368,117
368,19|368,54.25
368,83|368,99.6667
368,164|368,56
368,204|368,138
368,211|368,933
368,339|368,128
368,217|368,3263.5
368,209|368,1742
368,191|368,42
368,278|368,39
368,22|368,1374
190,340,182.688
190,22,12.5714
190,217,21.9655
190,212,50.5517
190,84,35.2258
190,83,42.8387
190,363,17.4074
190,369,13.6667
190,365,11.8182
190,25|190,137
190,164,17.3333
190,153,21.25
190,20,11.2
190,205,12.8889
190,339,12.5
190,204,12.25
190,366,13.6818
190,220,21.0323
190,23,25.3871
190,218,12
190,208,20
190,209,14.1818
190,222,15.6667
190,211,25.1613
190,207,10
190,21,11.5
190,342,17.625
190,210,12.1667
190,278,12.6667
190,191,187.941
190,223,15.6667
190,364,11
190,25,73.1333
190,368,12.875
190,234,20.9
190,224,12
190,143,21
190,341,12.4286
190,196,13.875
190,216,13.4
190,215,24.7419
190,163,13.2
190,155,23.7586
190,181,14.1667
190,158,10.5
190,162,12.6667
190,233,11
190,367,12
190,159,11
190,375,10
190,156,32.3333
190,180,11.75
190,157,22.0588
190,160,11.5
190,213,31.5161
190,45,15.3333
190,192,92.4839
190,178,17
190,191|190,121.857
190,212|190,81
190,340|190,143.133
190,152,10
190,149,18.3333
190,29,11
190,236,10
234,340,70.6667
234,22,79.7333
234,217,63.5882
234,212,58.2727
234,84,600.667
234,83,132.333
234,363,309.567
234,369,49.6154
234,365,214.52
234,164,25.2414
234,153,18.1379
234,20,190.519
234,205,160.138
234,339,125.591
234,202,34.7667
234,16,34.1333
234,204,120.31
234,366,156.85
234,220,59.8667
234,23,61.1053
234,218,61.6129
234,208,81.8889
234,209,135.143
234,222,52.6667
234,211,52.5652
234,203,70.9545
234,206,17.0714
234,207,89.0357
234,21,405.161
234,342,202.5
234,210,280.08
234,278,80.5
234,26,33.2143
234,191,22.4074
234,197,23.6
234,223,85.2
234,89,14.4
234,364,23.1852
234,358,57.68
234,25,18.5238
234,368,47.1579
234,190,15.0476
234,224,27.05
234,226,12.5455
234,143,13.4286
234,266,19.129
234,287,12
234,225,19.7
234,341,39.3846
234,196,13.913
234,253,11.6667
234,220|234,89.1875
234,219,38.8064
234,199,18.2759
234,19,18.5926
234,214,19.92
234,84|234,406.538
234,216,30.7143
234,221,41.4
234,215,22.7419
234,163,15.2857
234,155,12.5
234,181,17.9286
234,158,26.1071
234,162,13.2308
234,233,40.76
234,200,15.5217
234,367,14.3
234,159,13.6957
234,375,11.25
234,156,12.1333
234,180,21.3333
234,157,13.5833
234,160,13.0909
234,213,22.2333
234,201,15.96
234,192,13.4211
234,178,14.3077
234,238,12
234,152,13.625
234,229,12.8
234,14,11
234,149,11.4286
234,241,10.75
234,232,14.7586
234,370,10.5714
234,198,11
234,113,10
234,281,11.5
234,277,13.5
234,27,11
234,278|234,89.3333
234,340|234,88.7692
234,25|234,31.2
234,182,11.75
234,217|234,85.8571
234,342|234,106.429
234,369|234,51.8
234,211|234,61
234,207|234,97.3333
234,365|234,119.333
234,20|234,107.5
234,143|234,23
234,252,12
234,288,11.7
234,178|234,30.25
234,236,10
234,40,11
234,366|234,119.909
234,22|234,96
234,26|234,42.6667
234,23|234,74.0833
234,364|234,31.5
234,224|234,38.4545
234,368|234,56.75
234,223|234,79.3846
234,153|234,44
234,225|234,43
234,83|234,182.214
234,158|234,41
234,192|234,30
234,191|234,40.25
234,156|234,32
234,190|234,30.5
234,222|234,118.727
234,180|234,39.5
234,212|234,64.6667
234,339|234,86.4444
234,203|234,73.3333
234,205|234,84.5
234,233|234,49.5
234,341|234,54.4
234,358|234,114.5
234,208|234,65.75
234,204|234,72
234,221|234,65.8333
234,164|234,40
234,216|234,42.5
234,210|234,123.833
234,363|234,133
234,128,23
234,16|234,59
234,209|234,91.6667
224,340,32.1724
224,22,12.5
224,217,13.75
224,212,16.8889
224,84,70.6667
224,83,33.0645
224,61,18
224,363,68.3636
224,369,58.9
224,365,24.7097
224,20,14
224,205,27.5484
224,339,14
224,204,14.2857
224,366,15.8
224,220,15.7333
224,23,12.5
224,208,11
224,209,14.375
224,211,11
224,203,12
224,207,10
224,21,18.4667
224,342,16.0333
224,210,15.4828
224,369|224,84
224,278,18.9643
224,26,11
224,191,21.6667
224,223,18.5357
224,358,12.6667
224,25,13.7143
224,368,10.6667
224,234,44.129
224,226,19.3704
224,225,13.9474
224,233,22.4839
224,213,17.1111
224,370,10
224,281,10
224,363|224,88.7778
224,62,11
224,84|224,70.5
226,340,28.7143
226,217,11.6667
226,212,12.2727
226,84,36.5806
226,83,27.0968
226,363,25.5806
226,369,26.2903
226,365,13.3077
226,205,12.4545
226,339,10.6667
226,204,10.5714
226,366,10.5
226,220,10.5
226,23,11
226,209,10.5
226,21,12.125
226,342,12.6667
226,210,11.5
226,224|226,59
226,278,14
226,191,13.8
226,223,14.1111
226,25,11
226,234,25.2258
226,224,24.6071
226,287,16
226,225,15.8095
226,233,11.5
226,213,14.75
226,238,10
226,281,12.6667
226,228,10
143,340,87.1333
143,22,11.625
143,217,14.1667
143,212,35.6129
143,84,36.2581
143,83,32.2581
143,363,40.1613
143,369,14.1429
143,365,12.3889
143,153,10.5
143,20,11.2
143,205,16.2069
143,339,10
143,204,13.5
143,366,13
143,220,14.0833
143,23,18.7241
143,209,12.125
143,211,18.0741
143,203,14
143,21,13.0588
143,342,13.1818
143,210,12.5455
143,278,13
143,191,108.235
143,223,12
143,364,17.4286
143,25,163.45
143,368,12
143,190,20.2
143,234,23.5172
143,196,10
143,216,11.2222
143,215,16.1852
143,155,10
143,181,11
143,158,10
143,233,13.5333
143,156,14.8
143,157,11
143,213,21.0645
143,192,22.4667
143,178,13
143,191|143,119.286
143,25|143,112.182
143,340|143,119.875
266,340,19.7273
266,217,10
266,212,12
266,84,43.0645
266,83,15.9286
266,363,35.9677
266,369,12.6667
266,365,15.1176
266,20,10.3333
266,205,14.3077
266,339,11
266,204,11
266,366,11.4286
266,220,12
266,23,10
266,209,11.3333
266,21,12.7143
266,342,10.4286
266,210,11.7143
266,278,26.0645
266,26,17.8214
266,223,38.0833
266,89,10
266,358,14.6538
266,234,25.9355
266,233,11.2857
266,223|266,96.1429
287,340,16.5
287,84,14.72
287,83,13.3333
287,363,13.25
287,369,10
287,234,13.3684
287,224,10
287,226,16
287,225,14.5
225,340,29.85
225,22,11
225,217,11.6
225,212,14
225,84,63.9333
225,83,30.2903
225,363,34.4839
225,369,17.36
225,365,15.0769
225,20,12
225,205,14.1364
225,339,10.75
225,204,11.1429
225,366,10.5
225,220,10.6667
225,209,11
225,21,12
225,342,12.2
225,210,13
225,278,14.6
225,191,13
225,223,14.2727
225,358,12
225,25,13.3333
225,234,38.1333
225,224,22.4828
225,226,20.3846
225,287,14
225,233,12.8333
225,213,17.8
225,224|225,84
225,84|225,89
225,234|225,50
140,340,15.0833
140,217,11.25
140,83,13.875
140,164,10
140,222,12.6667
140,211,10.3333
140,341,16.0556
140,196,11.4
140,216,10
140,215,16.8182
140,162,10
140,159,12.5
140,160,11
341,340,273.643
341,22,170.84
341,217,699.9
341,212,154.591
341,84,36.6667
341,83,54.0323
341,363,159.905
341,369,10.5
341,365,91.2857
341,164,30.5484
341,153,17.28
341,208|341,69.75
341,20,124.964
341,205,80.8333
341,339,45.1
341,202,12.6667
341,16,12.2857
341,204,42.8333
341,366,114.267
341,220,118.429
341,23,305.258
341,218,27.8621
341,208,72.3333
341,209,222.161
341,222,828.323
341,211,638.065
341,203,43.1613
341,206,13
341,207,45.2069
341,21,287.613
341,342,385.581
341,210,254.321
341,278,10.8333
341,191,22.5
341,197,12.25
341,223,11.8571
341,364,11.25
341,358,11.4
341,25,17.5385
341,368,261.065
341,190,15.8421
341,234,30.8889
341,143,12.8636
341,196,174.059
341,219,13.3333
341,199,11
341,19,11.9375
341,214,516.3
341,216,631.452
341,221,460.645
341,215,255.759
341,299,12.7222
341,163,16.3793
341,155,11.2
341,181,21.4
341,158,49.35
341,162,15.8261
341,200,11
341,367,21.9333
341,159,24.9677
341,375,29.3226
341,156,14
341,180,25.9667
341,157,13.1111
341,160,20.6129
341,213,64.8966
341,201,10
341,192,21.1379
341,178,20.0645
341,152,12.3
341,149,11
341,371,13.88
341,27,12
341,365|341,83.5294
341,22|341,134.333
341,340|341,192.667
341,363|341,115.5
341,213|341,60.5
341,220|341,114.208
341,339|341,56
341,372,14.6667
341,218|341,41
341,205|341,76.4286
341,212|341,131.444
341,366|341,105.938
341,210|341,119
341,20|341,106.333
341,196|341,151.071
341,158|341,65.0909
341,217|341,660
341,181|341,37
341,234|341,55.5
341,207|341,51
341,191|341,41
341,215|341,181
341,214|341,737
341,180|341,41
341,204|341,58
341,84|341,48
196,340,559.161
196,216|196,113.708
196,22,62.8947
196,217,179.15
196,212,265.259
196,84,19.2903
196,83,28.6774
196,363,56.4
196,369,10.5
196,365,50
196,164,16.25
196,153,16
196,20,32.8929
196,205,33.3667
196,339,21.7
196,202,11.75
196,16,13.25
196,204,23.3793
196,366,73.4286
196,220,152.929
196,23,194.375
196,218,18.2667
196,208,22.6071
196,209,71.3636
196,222,262.208
196,211,191.52
196,203,19.2609
196,207,21.9375
196,21,61.5
196,23|196,151.067
196,342,134.421
196,210,63.9444
196,278,10
196,191,34.4
196,223,15.75
196,364,11
196,25,26.5185
196,368,74.7391
196,190,19.5172
196,234,14.7273
196,143,14.5
196,341,175.857
196,219,13.6
196,19,11.5
196,214,40.3871
196,216,134.286
196,221,42.2222
196,215,287.5
196,163,14.2105
196,155,12.1
196,181,15
196,158,15.7308
196,162,12.25
196,367,18.3182
196,159,12.6
196,375,11.8333
196,156,16.3636
196,180,13.9048
196,157,13.2353
196,160,14.8
196,213,72.9355
196,192,28.129
196,178,16.92
196,152,10
196,149,10.6667
196,371,11
196,209|196,72.7778
196,182,14
196,341|196,134.294
196,217|196,121.273
196,20|196,63
196,220|196,118.412
196,366|196,88.7917
196,22|196,79.4167
196,363|196,75.6667
196,211|196,135.833
196,372,15.6667
196,342|196,102.083
196,212|196,163.5
196,21|196,63.2857
196,210|196,63.5385
196,368|196,73.875
196,365|196,62
196,25|196,34.6667
196,221|196,59
196,222|196,208.857
196,215|196,162.714
196,191|196,58.1667
196,205|196,76
196,143|196,29
253,84,10
253,83,17.5667
253,234,11.5
233|84,84,13.2632
220|234,22,12.25
220|234,365,10
220|234,366,12.8571
220|234,23,13
220|234,21,10
220|234,342,14
220|234,210,11.5
220|234,366|220,12.75
220|234,234|220,10
220|234,22|220,13
217|84,23,11
217|84,209,10.3333
217|84,211,10
217|84,342,14.4
217|84,368,14.5556
217|84,342|217,10
368|339,23,13.5
368|339,342,13.5
219,340,22
219,22,27.8387
219,217,57.2083
219,212,20.8846
219,84,34.069
219,83,38.8064
219,363,118
219,365,32.9655
219,164,10
219,20,281.065
219,17,11
219,205,104.462
219,339,204.194
219,202,93.5769
219,16,185.419
219,204,55.84
219,366,22.8387
219,220,18.8333
219,23,29.5806
219,218,1268.23
219,208,424.742
219,209,158.214
219,222,13.9
219,211,25.6129
219,203,140.69
219,206,11
219,207,886.968
219,21,171.833
219,342,97.5
219,210,56.48
219,278,11.5
219,197,65
219,223,13.5
219,368,30
219,234,28.4828
219,341,12.8889
219,196,10.3333
219,199,101.037
219,19,142.767
219,214,14.2778
219,216,13.4615
219,221,13.85
219,215,14.1429
219,200,152.581
219,213,12.3333
219,201,56.25
219,14,10.6667
219,198,11.3333
219,113,17.5
219,209|219,124
219,21|219,126
219,203|219,79.5
219,342|219,101.176
219,363|219,99
219,205|219,85.4
219,201|219,58.4
219,197|219,58.5
219,234|219,38.5
219,202|219,99.6
219,19|219,95
219,204|219,65.6667
219,199|219,78
219,210|219,67.8333
219,217|219,104.429
219,84|219,48
219,365|219,52
23|339,340,13
23|339,217,16
23|339,212,12
23|339,220,11
23|339,211,12.3333
23|339,342,13.6
23|339,210,11
23|339,368,17.75
199,340,16.25
199,22,13.6875
199,217,41.2667
199,212,13
199,84,14.56
199,83,17.5714
199,363,31.129
199,365,14
199,20,86.3636
199,205,20.2
199,339,33.8387
199,202,27.4194
199,16,56.5172
199,204,15.1481
199,366,12.7
199,220,11.7143
199,23,14.1176
199,218,225.677
199,208,101.815
199,209,80.0476
199,211,14.6667
199,203,21.9677
199,207,166.667
199,21,57.9286
199,342,35.9355
199,210,17.2581
199,197,20.1379
199,223,11
199,368,16.1429
199,234,13.7
199,219,299.419
199,19,21.871
199,200,188.677
199,201,49.1379
199,14,16
199,113,15.12
199,197|199,64
199,360,11
199,208|199,115.25
199,20|199,97.4444
199,209|199,97.3
199,21|199,69.6667
199,217|199,84
199,201|199,59
199,16|199,72
199,207|199,138
84|339,363,11.6667
84|339,365,10
84|339,205,12
84|339,21,13.3333
84|339,210,10
84|339,234|84,16
84|339,234,13.9231
83|339,363,11.25
83|339,234|83,10.5
83|339,21,11
83|339,234,10
83|339,363|83,10
217|339,23,10
217|339,209,20
217|339,21,11
217|339,342,17.3333
217|339,368,12.5
217|339,209|217,12
217|339,23|217,10
19,340,16.6957
19,22,48.5172
19,217,54.4167
19,212,16.2917
19,84,20.3548
19,83,27.129
19,363,266.097
19,365,63.5556
19,20,617.71
19,205,270.742
19,339,400.516
19,202,33.6774
19,16,38.0333
19,204,153.839
19,366,35.9677
19,220,22.2903
19,23,38.2333
19,218,328.29
19,208,796.903
19,209,143.667
19,222,15.5385
19,211,26.129
19,203,612.71
19,206,13.5238
19,207,1166.97
19,21,401.194
19,342,146.174
19,210,174.458
19,197,12.5625
19,368,39.3929
19,234,16.9
19,341,12.0909
19,196,11
19,219,85.4667
19,199,12.0714
19,214,12.7
19,216,12.9286
19,221,13
19,215,13.5
19,200,12.2222
19,201,11.5333
19,210|19,122.429
19,365|19,67
19,217|19,75.2857
19,342|19,140.5
19,368|19,49
19,22|19,55.5
19,207|19,1212
19,23|19,48
19,16|19,45
19,219|19,69
19,209|19,127
342|339|203,22,14
342|339|203,217,20
160|158,159|160,10.5
159|160,23,10
159|160,341,11.5
159|160,181,12.3333
159|160,158,13.5556
159|160,180,10
159|160,160,10
159|160,158|159,14.6154
159|160,341|159,13
159|160,181|159,11
159|160,164|159,12
221|20,222,27
221|20,214,14
214,340,165.583
214,22,172.818
214,217,1064.1
214,212,80
214,84,21.069
214,83,30.129
214,363,128.24
214,365,56.1765
214,164,16.6
214,153,13.2857
214,20,135.464
214,205,63.5
214,339,39.3871
214,202,11
214,16,10
214,204,29.1613
214,366,69.6471
214,220,78.7778
214,23,251.548
214,218,27.1935
214,208,91.0345
214,209,256.29
214,222,338.7
214,211,601.774
214,203,42.4231
214,206,11
214,207,60.8387
214,21,238.25
214,342,349.71
214,210,223.64
214,278,11
214,191,15.6154
214,197,11
214,364,13
214,358,10
214,25,13.381
214,368,269.613
214,190,11.2727
214,234,18.1154
214,143,10
214,341,529.935
214,196,41.68
214,219,13.7143
214,19,12.2143
214,216,312.967
214,221,557.258
214,215,84.3333
214,299,13.5
214,163,12.7857
214,181,13.1333
214,158,28.5
214,162,11.6667
214,367,14.7857
214,159,14.1
214,375,13.6667
214,156,10.6667
214,180,13.3077
214,160,11.9286
214,213,19.8065
214,192,13.1
214,178,11.5
214,205|214,58
214,340|214,129.579
214,222|214,181
214,66,10
214,210|214,80
214,21|214,85.6667
214,363|214,85.3333
214,212|214,89.75
214,365|214,71.6429
214,208|214,79
214,366|214,85.5
214,215|214,89.8125
214,220|214,94.9091
214,22|214,107.667
214,196|214,51
214,20|214,109.333
214,216|214,205
214,203|214,55.2
234|342,84,38.875
234|342,363,18.0588
234|342,365,11.75
234|342,205,13.2
234|342,339,12
234|342,204,11
234|342,366,12
234|342,21,14.7333
234|342,342,10
234|342,210,13.6667
234|342,84|234,26.5385
234|342,365|234,10
234|342,83|234,12.1429
234|342,358|234,12
84|234,22,13.5
84|234,217,16
84|234,363,14.5
84|234,365,20.3333
84|234,20,20.1111
84|234,205,13.6667
84|234,339,13.3333
84|234,204,12.6667
84|234,366,16.1667
84|234,208,12.25
84|234,209,15.7778
84|234,207,12.6
84|234,21,39
84|234,342,21.3333
84|234,210,33
84|234,217|84,12
84|234,219,15.3333
84|234,223|84,11
84|234,211|84,11
84|234,212|84,10
84|234,342|84,15
84|234,22|84,10.3333
84|234,222|84,17
84|234,220|84,12.5
84|234,366|84,10.5
84|234,210|84,14.3333
84|234,20|84,17
84|234,365|84,12
84|234,205|84,12
341|215,217,15.3333
341|215,222,24
341|215,211,12
341|215,342,14
341|215,216,11.6667
341|215,221,11
341|215,215,11
216,196|216,100.087
216,340,360.774
216,22,222.806
216,217,823.484
216,212,241.581
216,84,36.5
216,83,57.5161
216,363,164.483
216,369,11.4286
216,365,86.125
216,164,27.7742
216,153,22.7097
216,20,157.133
216,205,85.9167
216,339,44.76
216,202,13.8125
216,16,12.6471
216,204,40.7143
216,366,133.533
216,220,172.8
216,23,535.935
216,218,30.9032
216,208,86.6786
216,209,258.516
216,222,322.516
216,211,1137.87
216,203,59.6818
216,206,10
216,207,54.5333
216,21,316.774
216,342,475.71
216,210,277.903
216,278,11.5
216,191,43
216,197,11.8182
216,223,14
216,364,12.125
216,358,13
216,25,33.5
216,368,367.29
216,190,22.2903
216,234,29.3226
216,224,11
216,143,15.1071
216,341,422.3
216,196,120.125
216,219,16
216,199,11.7143
216,19,13.7917
216,214,221.567
216,221,144.367
216,215,371.29
216,299,13
216,163,18.7
216,155,11.9231
216,181,18.5161
216,158,30.4483
216,162,13.9615
216,233,10.5
216,200,11
216,367,18.9667
216,159,19.7097
216,375,17.4194
216,156,13.8182
216,180,17.8387
216,157,14.4118
216,160,16.4
216,213,46.6786
216,192,33.0323
216,178,27.0345
216,214|216,101
216,20|216,142
216,365|216,93.1304
216,366|216,117.313
216,221|216,92
216,208|216,84.3333
216,152,11.2
216,149,11
216,371,10
216,29,10
216,27,11
216,182,10
216,372,26
216,84|216,44
216,339|216,59.1667
216,213|216,74.6667
216,191|216,53.1429
216,363|216,161.5
216,205|216,84.8571
216,203|216,66.3333
216,220|216,129.5
216,204|216,53.6667
216,341|216,433
216,158|216,42
216,25|216,39
216,207|216,50
221,340,97.8889
221,22,122.762
221,217,603.367
221,212,54.8824
221,84,38.9048
221,83,48.9333
221,363,125.2
221,365,79.8182
221,164,13.7222
221,20,137.182
221,205,53.7778
221,339,30.9677
221,202,11
221,16,11
221,204,27.6452
221,366,89
221,220,59.4545
221,23,152.647
221,218,20.0345
221,208,84.2143
221,209,238.548
221,222,726.323
221,211,302
221,203,27.0667
221,206,11.2857
221,207,45.3333
221,21,240.867
221,342,300.806
221,210,211.16
221,278,10
221,191,12
221,358,14.2308
221,368,156.464
221,234,31
221,341,466.806
221,196,53.7143
221,219,13
221,19,11.7143
221,214,703.367
221,216,204.2
221,215,58.76
221,299,15.48
221,181,11.75
221,158,18.5667
221,367,19.3793
221,159,11.5
221,375,11.7857
221,180,11.9
221,160,11.125
221,213,24.2903
221,192,11
221,371,10.25
221,20|221,107.889
221,340|221,98.2727
221,210|221,84.8333
221,368|221,123.667
221,216|221,143
221,366|221,101.85
221,208|221,58
221,66,11.5
221,161,11
221,23|221,128.643
221,84|221,52.9
221,234|221,57
221,212|221,69.9286
221,365|221,105.667
221,205|221,57.75
221,220|221,75.05
221,363|221,81.8333
221,196|221,64.6667
221,22|221,97
221,215|221,82.8333
221,217|221,670
221,207|221,48.25
221,214|221,943
221,83|221,52
221,21|221,133
221,203|221,42
215,340,477
215,22,169.813
215,217,423.452
215,212,251.3
215,84,24.5484
215,83,42.1936
215,363,102.231
215,369,13.0714
215,365,60
215,164,21.8571
215,153,22.5517
215,20,94.25
215,205,54
215,339,33.6071
215,202,14.6667
215,16,13.1667
215,204,35.5556
215,366,133.111
215,220,209.133
215,23,365.613
215,218,23.7037
215,208,46.6897
215,209,162.567
215,222,267.8
215,211,562.194
215,203,35.3
215,207,36.3333
215,21,173.966
215,342,269.71
215,210,158.385
215,278,13.2222
215,191,59.6471
215,197,11
215,223,15.1667
215,364,14.6667
215,25,48.1379
215,368,177.967
215,190,33.9
215,234,18.2581
215,224,12.5
215,143,21.1333
215,341,216.741
215,196,218.933
215,219,16.3636
215,199,12.3333
215,19,13.8182
215,214,86
215,341|215,155.75
215,216,533.419
215,221,55.1667
215,163,19.2857
215,155,15.0455
215,181,16.6667
215,158,23.4194
215,162,14.4286
215,200,11
215,367,18.5217
215,159,16.9
215,375,14.4737
215,156,20.9643
215,180,17.7419
215,157,16.8929
215,160,13.6154
215,213,58.6552
215,201,12
215,192,48.5806
215,178,22.4828
215,152,12.1667
215,149,12.3333
215,29,10
215,27,10
215,182,11.5
215,204|215,71.5
215,22|215,121.733
215,365|215,85.1053
215,205|215,104.2
215,372,13.5
215,366|215,88.0769
215,222|215,170.762
215,363|215,109
215,196|215,126.688
215,20|215,86.2727
215,220|215,115.5
215,221|215,66.8571
215,214|215,89.2308
215,191|215,72.4286
215,339|215,74.3333
215,210|215,135.2
215,368|215,124
215,21|215,133.5
215,178|215,40.5
215,207|215,98
215,25|215,53.5
215,213|215,59.5
215,190|215,59
215,208|215,85.5
215,203|215,67
215,209|215,111
215,212|215,163
23|84,22,14
23|84,217,12
