25,-210.70615,-27.678555,1
83,-160.74019,47.280746,0
203,-13.894117,112.63229,2
207,-21.553284,138.96776,3
217,-28.53514,-22.861465,4
366,-21.767916,12.59058,5
22,-0.109280504,7.7073636,5
220,-27.599201,-6.181086,1
369,-124.137505,43.8647,0
205,-33.549133,90.26121,2
213,-116.618286,-41.73619,1
204,-46.56642,102.304955,2
160,-201.72325,-65.33033,1
164,-188.31705,-52.228703,1
342,14.931483,17.353449,6
222,-65.00992,-48.889668,1
84,-121.58026,65.07233,0
234,-136.72308,67.19233,0
178,-172.0714,-68.24177,1
21,-6.105293,54.336773,7
153,-182.49788,-60.12203,1
215,-112.06096,-66.953156,1
155,-211.68341,-63.270973,1
208,2.8973382,108.891075,3
180,-165.33484,-61.17308,1
365,-24.171186,53.539097,5
20,0.4052396,71.275536,9
375,-163.18663,-48.812954,1
181,-193.91826,-78.333046,1
149,-200.41591,-29.235586,1
223,-129.12292,58.36045,0
341,-73.28617,-69.471054,1
211,-44.27734,-37.424374,1
196,-126.90779,-60.78294,1
363,-23.44985,71.837296,2
23,-19.553852,-11.885386,10
209,-9.444142,26.144753,11
368,-2.1878903,-14.701747,4
157,-182.41994,-41.943367,1
278,-118.47996,53.631184,0
159,-179.88803,-72.5602,1
364,-122.33501,31.884516,1
191|25,-258.7782,-66.77764,1
340|25,-204.87479,-79.38275,1
143|25,-276.85043,-52.587814,1
212|25,-234.18323,-79.0877,1
190|25,-277.67108,-60.25792,1
156|25,-296.4404,-63.280773,1
192|25,-244.5875,-76.901245,1
192,-180.8502,-52.704556,1
156,-205.15509,-40.829597,1
163,-191.4185,-68.787926,1
339,-35.684994,120.41003,2
216,-43.79653,-54.741196,1
202,-75.46397,137.78453,2
190,-212.01503,-44.16582,1
218,-48.97737,149.26286,3
158,-155.50877,-65.95603,1
367,-71.308395,-10.725183,1
214,-57.71016,-74.970184,1
162,-201.07173,-54.431572,1
219,-69.564735,160.68205,3
152,-190.75146,-31.116,1
16,-88.70922,160.57837,2
212,-52.171032,-14.744574,1
45,-223.10585,-27.209375,1
26,-144.89288,76.85441,0
233,-135.93343,82.30342,0
371,-149.60196,-43.823322,1
224,-148.02147,53.438652,0
266,-161.2304,67.717834,0
182,-183.40543,-32.065388,1
27,-213.74792,-55.636227,1
225,-145.36497,36.453327,0
221,-55.42378,-58.998676,1
226,-167.36504,33.027992,0
358,-150.48518,67.93154,0
151,-180.84348,-22.86503,1
183,-228.85127,-22.815674,1
236,-213.32597,-4.0599904,1
210,0.63392603,28.835794,8
370,-160.57309,27.803589,0
17,-133.67427,126.93614,2
213|25,-248.85106,-67.65384,1
178|25,-279.60956,-67.43883,1
157|25,-292.3851,-55.512993,1
193,-214.03993,-104.47677,1
60,-257.58405,7.6168365,1
211|25,-241.01782,-59.102127,1
196|25,-263.06427,-60.546417,1
84|25,-238.69249,-15.310722,1
342|25,-200.49512,-48.4081,1
209|25,-186.28493,-15.843857,1
155|25,-305.23663,-73.247604,1
368|25,-244.59058,-64.65648,1
234|25,-236.82,-5.1509433,1
364|25,-269.6091,-22.766691,1
83|25,-234.74432,-6.0520296,1
45|25,-291.82864,-41.47778,1
153|25,-264.61386,-57.517635,1
217|25,-227.95116,-38.81477,1
23|25,-223.90616,-41.430737,1
220|25,-233.76343,-42.866844,1
143,-194.65356,-18.348146,1
191,-190.39096,-42.161167,1
19,-8.391752,145.26686,2
29,-219.22374,-55.94833,1
201,-91.55667,143.94763,3
199,-85.38827,146.4957,3
89,-170.98434,59.400047,0
142,-204.32718,-61.61295,1
200,-87.57437,170.98492,3
197,-92.31178,130.13223,3
299,-82.59297,-18.61793,1
113,-111.00062,152.04599,3
206,-78.78219,109.04668,2
140,-170.37157,-33.28962,1
187,-224.65274,-43.768925,1
288,-187.9426,46.30077,0
32,-186.07074,-88.88464,1
186,-208.45099,26.021627,0
14,-118.60133,146.624,3
169,-263.2647,17.444553,0
235,-189.64606,39.183945,0
167,-276.16843,68.09372,0
287,-161.81029,80.31059,0
381,-187.56828,9.738606,0
252,-189.3766,64.14861,0
188,-290.78427,66.17924,0
40,-179.76477,55.829197,0
249,-274.60883,62.421867,0
194,-251.94107,74.61687,0
263,-221.82718,63.52009,0
279,-265.9631,60.57525,0
275,-245.19315,86.94118,0
99,-120.500175,158.70041,3
257,-238.06589,66.98513,0
148,-212.07751,-19.75524,1
280,-271.73523,62.070602,0
261,-252.34451,61.411945,0
49,-244.10265,72.43704,0
168,-270.92746,67.55394,0
251,-237.95013,82.50125,0
262,-210.03429,53.62804,0
248,-263.3506,78.0822,0
145,-214.8015,9.780559,0
228,-203.2759,64.758675,0
355,-262.09482,64.27248,0
174,-204.41808,-6.8864985,1
231,-210.52242,40.69251,0
256,-283.40515,67.09097,0
260,-268.6131,61.29649,0
101,-119.52453,118.55441,2
259,-268.04907,64.05696,0
146,-269.6704,66.4168,0
373,-231.3693,-29.257862,1
273,-226.18274,73.00301,0
388,-241.32529,5.736838,1
253,-235.45009,86.73137,0
37,-245.12688,61.50848,0
352,-282.50034,65.14989,0
25|83,-215.74194,32.669197,1
191|83,-216.57227,25.868345,1
366|83,-131.94548,33.88004,5
217|83,-131.97298,5.574953,4
23|83,-127.39194,-6.722489,10
340|83,-169.61218,-4.8244944,1
207|83,-129.8904,142.01404,3
209|83,-110.13007,59.31996,0
218|83,-159.93134,153.42148,3
211|83,-154.2609,-12.326725,1
143|83,-220.19356,55.925167,0
363|83,-135.0466,98.351,2
368|83,-122.01188,2.6260922,4
208|83,-126.00131,113.61896,3
20|83,-115.89602,91.25372,9
21|83,-109.561775,70.564415,7
205|83,-145.01976,120.72483,2
203|83,-138.90059,125.40739,2
234|83,-178.52031,84.04976,0
84|83,-184.05263,85.74025,0
212|83,-161.50824,4.6785326,1
364|83,-201.18636,53.288006,0
210|83,-104.37223,54.756935,8
342|83,-104.95063,44.183002,6
341|83,-173.70886,-25.909733,1
221|83,-165.8976,-26.649532,1
204|83,-156.86583,120.04374,2
339|83,-152.57741,133.87572,2
16|83,-209.2206,81.16031,0
216|83,-173.55942,4.3985405,1
219|83,-176.94008,180.965,3
22|83,-111.42955,16.18133,5
215|83,-203.68082,13.296703,0
220|83,-134.79625,7.811358,1
281|83,-233.21576,56.22934,0
190|83,-207.23613,53.075512,0
181|83,-208.99706,55.144962,0
365|83,-125.02243,83.98847,0
222|83,-162.93002,-20.324959,1
224|83,-224.1026,56.797493,0
156|83,-215.91698,55.732513,0
192|83,-234.5194,30.507278,0
233|83,-200.75166,67.312416,0
230|83,-239.95665,59.782547,0
157|83,-211.78845,53.488213,0
152|83,-232.1328,57.418755,0
159|83,-217.74739,54.19779,0
225|83,-221.6273,54.62316,0
160|83,-222.55812,55.031338,0
223|83,-201.27534,63.745842,0
278|83,-209.18678,70.02389,0
158|83,-202.70354,52.846615,0
180|83,-208.80878,52.379047,0
163|83,-211.11307,55.015995,0
226|83,-232.6823,59.12633,0
229|83,-212.83379,54.49083,0
26|83,-226.79094,55.898212,0
369|83,-194.61307,63.398182,0
153|83,-204.71268,36.549942,0
178|83,-208.45576,53.93364,0
375|83,-241.73006,62.46928,0
314|83,-264.43436,59.00123,0
27|83,-246.16652,58.351223,0
164|83,-213.49908,24.789165,1
155|83,-243.55402,56.348698,0
162|83,-227.6034,57.472164,0
149|83,-216.92818,56.607277,0
241|83,-187.45784,56.39403,0
238|83,-221.31735,57.227276,0
182|83,-229.47578,58.74599,0
187|83,-261.21835,62.224716,0
236|83,-256.61465,59.8969,0
288|83,-222.59653,56.76176,0
232|83,-229.95819,57.59415,0
45|83,-263.8333,66.504166,0
250|83,-247.72467,62.638508,0
340,-81.15334,-36.8495,1
238,-181.6992,37.799088,0
232,-177.32715,74.22999,0
281,-175.53415,33.1135,0
360,-135.04243,153.8557,2
241,-147.5678,58.321503,0
198,-115.17066,136.7166,3
230,-213.56213,59.544033,0
44,-258.90158,45.618275,0
242,-242.2967,84.20735,0
314,-200.64096,5.3976116,1
61,-186.74123,28.257948,0
175,-168.16933,-81.54344,1
372,-147.60547,-52.782425,1
144,-260.96072,18.982368,0
47,-183.4322,63.686337,0
276,-243.63156,51.432453,0
239,-246.64821,43.25511,0
250,-230.38809,68.12812,0
173,-226.0186,-4.3937,0
240,-259.0367,63.113884,0
184,-280.43076,68.18791,0
154,-284.8477,63.23476,0
195,-165.96219,-38.76098,1
161,-151.1743,-7.114795,1
313,-205.32378,-71.9545,1
147,-262.3776,12.345726,0
272,-247.953,83.796715,0
128,-168.2379,107.91821,2
277,-218.9736,71.34095,0
246,-265.96042,78.01972,0
258,-279.06393,70.806656,0
34,-247.72382,-30.477732,1
166,-280.32108,64.851074,0
287|83,-241.60435,59.40298,0
373|83,-254.04852,62.976665,0
183|83,-265.5546,65.346535,0
151|83,-259.28845,60.209564,0
252|83,-219.10805,54.85067,0
145|83,-249.32135,59.773632,0
141,-168.31229,-15.793624,1
129,-125.03229,168.16931,3
50,-150.26923,82.12034,0
94,-321.2299,71.11576,0
255,-263.12048,75.75068,0
357,-257.80075,46.884163,0
200|83,-215.91566,128.56764,0
186|83,-265.28516,63.169685,0
62,-187.8192,61.670185,0
124,-160.6133,105.93008,0
177,-211.74301,47.918587,6
41,-285.58163,60.25369,0
39,-285.09927,72.650085,0
202|83,-202.14621,101.97453,0
195|83,-280.3499,62.2521,0
130,-161.46234,149.10687,3
351,-277.31805,61.642475,0
213|83,-217.03575,29.513134,0
313|83,-270.12457,64.11884,0
141|83,-288.6451,68.61119,0
253|83,-247.37222,60.128975,0
231|83,-244.00885,59.0986,0
42,-287.96194,62.995163,0
244,-247.50247,37.328053,0
55,-255.52946,81.69135,0
245,-229.86949,72.70809,0
176,-285.9837,68.03241,0
19|83,-188.5564,113.36244,0
47|83,-276.3956,64.130615,0
140|83,-263.8381,61.473,0
30,-290.83,70.24616,0
214|83,-206.25134,18.177145,4
148|83,-254.65802,59.84142,0
277|83,-235.59058,57.79127,0
370|83,-256.05545,63.102085,0
174|83,-258.31674,62.131123,0
38,-278.8704,66.96901,0
387,-294.3558,65.581505,0
227,-281.96423,61.78459,0
46,-266.00525,23.533531,0
273|83,-242.91911,60.6921,0
374,-289.0885,-12.777826,1
243,-253.73615,86.93221,0
40|83,-184.92085,50.310448,0
257|83,-241.84647,57.745644,0
254,-268.32523,77.44325,0
266|83,-239.05907,58.124043,0
315,-276.55978,65.9786,0
285,-293.97424,70.90195,0
142|83,-259.09802,58.426456,0
349,-251.6628,-16.998041,0
274,-276.07263,82.53805,0
286,-309.00275,69.76168,0
251|83,-257.24246,66.08648,0
150,-285.91934,65.525215,0
170,-296.64352,68.38697,0
358|83,-218.15862,56.25333,0
196|83,-229.56123,56.437576,0
89|83,-254.90448,61.273827,0
52,-329.3115,70.530174,0
245|83,-257.6916,61.776157,0
235|83,-272.1634,65.49745,0
386,-293.59488,68.10471,0
50|83,-240.39758,57.266285,0
56,-330.73016,69.17563,0
242|83,-270.97067,60.300686,0
199|83,-205.99013,137.0114,0
61|83,-284.14142,70.59805,0
197|83,-229.52635,55.822548,0
272|83,-300.42813,67.89565,0
115,-124.76077,140.96884,2
366|203,-12.400471,103.89177,5
363|203,20.891365,170.72354,2
217|203,-12.3780365,91.67004,2
23|203,-17.159046,93.24653,2
340|203,-79.87474,68.67178,2
218|203,-32.04563,224.86275,3
205|203,-0.5153431,175.67195,2
19|203,13.755309,209.06668,2
339|203,-12.805214,196.25645,2
208|203,31.152315,195.25479,3
21|203,43.208374,142.21443,7
20|203,49.908127,164.54324,9
209|203,36.859283,139.70393,11
342|203,46.313995,119.648384,6
207|203,6.716916,207.59758,3
211|203,-37.387226,79.858055,2
204|203,-22.385834,180.5941,2
365|203,4.164691,143.84822,2
368|203,28.362503,91.073326,2
210|203,40.47334,124.99492,8
84|203,-55.78215,170.0103,2
212|203,-62.90395,81.978325,2
202|203,-60.527447,203.75647,2
16|203,-67.58728,219.49596,2
219|203,-42.39758,242.08586,2
22|203,14.086494,92.00486,2
220|203,-22.647896,91.81868,2
206|203,-81.97433,196.13911,2
216|203,-55.73518,98.88144,2
234|203,-69.93708,174.37567,2
341|203,-51.10693,133.47368,2
213|203,-93.83623,81.74596,2
367|203,-113.44622,118.63317,2
200|203,-96.220215,217.1607,2
201|203,-100.39344,191.75568,2
83|203,-62.728004,162.59877,2
222|203,-67.27298,97.553024,2
214|203,-49.381985,115.415695,2
221|203,-65.25048,81.80788,2
199|203,-90.46697,200.21513,2
17|203,-90.345764,189.15488,2
137,-132.68913,166.64848,2
110,-121.43014,132.18234,2
366|207,-1.6712607,145.66269,3
208|207,21.118881,189.5214,3
209|207,23.084478,139.82225,3
217|207,0.54299384,89.66961,3
342|207,41.60637,135.90836,3
