Lat,Lon,Name,Borough
-73.88895811640342,40.8962098695574,Van Cortlandt Park,Bronx
-73.87165102682086,40.88987947152594,Woodlawn Cemetery,Bronx
-73.8386418872537,40.88696522165708,Seton Falls Park,Bronx
-73.80980242290379,40.87798554992497,Pelham Bay Park,Bronx
-73.87830775950145,40.864423947038276,Botanical Garden,Bronx
-73.87626064361218,40.85552207412337,Bronx Park,Bronx
-73.83530397142964,40.82330814715979,Saint Raymond's Cemetery,Bronx
-73.83284639755986,40.814343380069246,Ferry Point Park,Bronx
-73.87217310381769,40.81544429769787,Sound View Park,Bronx
-73.89422936815207,40.83847660461835,Crotona Park,Bronx
-73.87523756734706,40.84900594697981,Zoo/Wildlife Conser. Park,Bronx
-73.76975723964243,40.851364969267536,Hart Island,Bronx
-73.91175819597106,40.81147587509648,Saint Mary's Park,Bronx
-73.92618082532951,40.872193334259926,Inwood Hill Park,Manhattan
-73.93190269450912,40.862990772923396,Fort Tryon Park,Manhattan
-73.88276247711234,40.791980533469754,Rikers Island,Queens
-73.94268045554563,40.80345956584207,Marcus Garvey Park,Manhattan
-73.92169947285805,40.79591467134582,Randall's Island Park,Manhattan
-73.92997389407995,40.784284324777666,Ward's Island Park,Manhattan
-73.9656559857641,40.78288157650297,Central Park,Manhattan
-73.98190208354553,40.76806052553004,Columbus Circle,Manhattan
-73.98179379395485,40.75802130316951,Times Square,Manhattan
-73.9880666276522,40.74218139635935,Madison Square,Manhattan
-73.99038010031393,40.73595972106511,Union Square,Manhattan
-74.01838919066344,40.68941550618436,Governors Island,Manhattan
-73.95198134413582,40.72089970411925,McCarren Park,Brooklyn
-73.92426900777012,40.776792340470784,Astoria Park,Queens
-73.96612485508889,40.66993701228011,Botanic Garden,Brooklyn
-73.96908663893517,40.6612508155903,Prospect Park,Brooklyn
-73.99044121963072,40.65204690915801,Greenwood Cemetery,Brooklyn
-73.9376482616997,40.64686106018592,Holy Cross Cemetery,Brooklyn
-74.01857569600294,40.6550850778905,Bush Terminal,Brooklyn
-74.0323085182286,40.639958950876455,Owls Head Park,Brooklyn
-74.0195610269429,40.6114640343956,Dyker Beach Park,Brooklyn
-73.97543203962991,40.62022206700046,Washington Cemetery,Brooklyn
-73.89009560708669,40.591299483321535,Floyd Bennett Field,Brooklyn
-73.89810825126949,40.62548603514694,Canarsie Beach Park,Brooklyn
-73.83062351650361,40.6721943279148,Aqueduct Race Track,Queens
-73.85499266330103,40.67728705563947,Bayside Cemetery,Queens
-73.75238277093409,40.651908212675536,Brookville Park,Queens
-73.78691600919068,40.67324965288325,Baisley Pond Park,Queens
-73.77202424502954,40.68791058817667,Roy Wilkins Park,Queens
